country,GID_0,ISO_3,region,subregion,ID,ws_avg,GroundWater_GeomaticDeq50,GroundWater_RcghDeq50,GroundWater_RchgDeq50,Species_Richness_3taxa,MSpecies_Richness_9taxa,TMSpecies_Richness_8taxa,soil_biodiversity,Species_Richness_4taxa,TSpecies_Richness_4taxa,TempVelocity_terr_all,Monfreda_prod_sum_allcrops,IHME_dbl_burden_malnut,Herrero_lvstk_kg,Watson_fish_ind_nind_0004,food_prod_terr,food_prod_terr_lim,DALYS_2000,life_expectancy_SHDI_2000,ADM2_ADM1_ADM0_2010,TerrStat_hotspots_bin_sum_quant0.1,TerrStat_hotspots_sum_quant0.1
algeria,DZA,DZA,africa,north africa,65,6.414725240283333,8.515012542479084,0.20954100885763116,0.19414062692730383,0.1646301488968895,0.02444448164965303,0.02478282544224459,8.32547861330013,0.2752244491555958,0.10217658435997416,0.894039208325905,429.5856433061236,0.25612183446463166,1215.7883557708208,150350.82433077338,6.972801134069567e-4,0.01100541403808287,29716.554585728212,68.75221055026772,0.1589635702914973,2,10100
ecuador,ECU,ECU,americas,south america,66,0.7730729484033678,21.123944863208305,14.732018111609388,15.340994570886805,1.5006764519931115,0.5127723157725854,0.3522387570196426,147.0186618770276,1.988967682845458,0.6722154954260129,0.8725371068432842,5688.891358749784,0.09455892006118656,12350.06532819178,187712.34112653215,0.00893602279247595,0.13937643367996932,29093.358307821887,72.83910651246379,0.13860433625146812,3,10101
egypt,EGY,EGY,africa,north africa,67,6.690615828134821,8.064058241101932,0.1186119074041999,0.13843141238615322,0.1630601792320341,0.3541822657386532,0.24820118020181356,2.246694662661999,0.29528448225233034,0.12277718144101286,1.1586005650785856,8312.384559550488,0.291636431588996,6314.601342487483,15154.151173345765,0.01090434798815927,0.05554145733009418,33786.57955691651,70.24429098052028,0.26052759648919727,2,10100
eritrea,ERI,ERI,africa,east africa and adjacent islands,68,5.410449722711591,7.406153102970955,0.4445138835063437,0.3228120219006842,0.6292013852021219,1.049508282728156,0.615190242428677,15.932307792956962,0.7311782781622194,0.4488765852993454,0.7727963797912893,245.16178626436988,0.1790409192941976,1460.2858639069946,5821.039514960748,5.145038232246019e-4,0.00793767570484874,72806.37501337758,55.006720542907715,0.06136173276403516,1,10000
western sahara*,ESH,ESH,africa,north africa,69,9.428767141025022,1.961713339565425,0.1780544575244084,0.15252284321582218,0.14834855561737062,0.31492370007690307,0.25972985572946433,1.6628839588659452,0.2712698471627075,0.08153474603141725,1.0209486038246476,0,0.16181669600275406,135.41397467166942,82216.30001035739,1.9627889054794787e-5,2.7114619642407416e-4,55723.3828125,64.69247770767812,NA,1,10000
spain,ESP,ESP,europe and central asia,central and western europe,70,2.3774304372441057,33.502497725581016,3.347674512864754,3.612722737753252,0.5033909458170238,0.3491361842125718,0.31738789576388016,78.0223676021517,0.5634722370157743,0.30740252209818636,0.8192656396190372,13129.972780773507,0.217515766620636,24702.864244785414,37943.856501464856,0.01964296933171409,0.3152760070581151,28648.842848849687,79.65836367447079,0.07309685032227606,3,11100
estonia,EST,EST,europe and central asia,central and western europe,71,0.00365055083928286,4.839979497721145,8.116186819530553,8.390486485178748,0.5302193564943748,0.06715384887924974,0,136.8926789387618,0.4439057852104003,0.13245918151519864,0.961942393678188,3906.4887106606952,NA,13773.00350912492,31289.65559244636,0.0069850178249556,0.11015413753776115,43059.22654308524,71.25566544350701,0.20206248616257988,1,100
ethiopia,ETH,ETH,africa,east africa and adjacent islands,72,3.085214383135918,35.40748360416102,1.9183193791598632,2.1206844935130427,0.8264970503969187,0.01355999570742202,0.00769092966632422,60.67987442759989,1.0430006708989361,0.4801914701061397,0.8779313716476446,1159.7594434543637,0.18001533112552884,3921.1954919606,NA,0.0019769695499001,0.03117046492297876,93025.31490555368,50.322800173824,0.0693261166120872,2,10100
finland,FIN,FIN,europe and central asia,central and western europe,73,0.00392178285088059,0.366879805857525,5.618135328937115,6.109278050665663,0.38939940240388415,0.0514372538844736,0.03124002648723168,119.3326382624826,0.37373363158441,0.11919283388414516,1.2113098576638657,1605.9841520266843,NA,4597.445780320698,8611.03286301465,0.0026730168588527,0.04242374597094869,31337.41635462212,77.30106056150885,0.0702864343623806,1,100
fiji,FJI,FJI,asia and the pacific,oceania,74,9.518274856808212e-4,40.33992434333969,12.68243646878068,14.042666942842546,0.08458865147004736,4.550578506956709,2.972795248031616,191.80404639849203,0.11917559647850864,0.2536155948867227,0.7417648958083752,0,NA,0,20802.986390199057,0,0,35265.3515625,NA,0.15864045917987823,1,10000
falkland islands (the) [malvinas],FLK,FLK,americas,south america,75,0,1.5246732289169254,11.39424965568095,13.905030299498382,0.06576236308395088,1.3880330267406644,0.9545455412431196,121.35983540187372,0.07488784018481243,0.13852769005000293,0.29418534511920735,0,NA,NA,195625.6669330019,NA,NA,NA,NA,NA,1,10000
france,FRA,FRA,europe and central asia,central and western europe,76,0.4315655279411147,35.11153594924331,9.439424152463207,9.981603690904592,0.5681744781035901,0.27833027362011714,0.2604831708565257,111.6884877118498,0.5883060855398592,0.14386748222939624,0.6986363793167056,30645.33382644433,NA,69005.93636221939,22343.55547890933,0.04716412143913416,0.65454375335465,28693.232097931817,79.02457412859414,0.0652670109850377,3,11100
faroe islands (the),FRO,FRO,europe and central asia,central and western europe,77,0,75.4614220588438,27.21223920391452,21.319466444753832,0.05914230644702911,0.8035042442773518,0.8333333134651184,213.09668854744203,0,0,0.4246798027392958,0,NA,NA,2291.1532472309314,NA,NA,NA,NA,0.08087766915559769,1,10000
micronesia (federated states of),FSM,FSM,asia and the pacific,oceania,78,NA,0,3.5999999090563506e-4,3.5999999090563506e-4,0.04486185477839576,3.535976701312595,2.272677368587918,346.4,0,0,0,0,NA,NA,431.2482159932454,NA,NA,39226.734375,NA,0.12019028514623642,0,0
gabon,GAB,GAB,africa,central africa,79,0.02818429033203157,6.52845292749476,15.474643800566248,15.87878039381432,1.484509270051037,0.24839290075884887,0.2271929943274697,102.18430738917309,1.9856839521853051,0.4957022373020936,1.0091394201244286,330.0049461599422,0.0791080413189047,64.5549037414609,31918.198348107275,4.054724371453593e-4,0.00668627402421494,58178.49366560883,61.72766777398824,0.14908254883915678,2,10001
united kingdom of great britain and northern ireland (the),GBR,GBR,europe and central asia,central and western europe,80,0.2032275309122913,10.49023367203738,16.9309130256976,18.35635014296045,0.34383545007969235,0.9057223598715752,0.7324689844607359,139.19999244681833,0.32902488875274316,0.09608846650376224,0.7965387480156585,21045.2380805158,NA,55342.29636613579,16824.674015863937,0.03425968166608009,0.48907313086874504,32695.31939492721,77.4182304852651,0.15676483245710898,3,11100
georgia,GEO,GEO,europe and central asia,eastern europe,81,0.2508871636409728,22.953230036571338,5.742667279870714,6.53478564150953,0.5979162244955554,0.02147210329893405,0,119.15027689411691,0.6627010452613307,0.17259400641486816,0.5508371224160314,2089.197882119171,NA,16875.135417107285,597.1841556546251,0.00498962060359486,0.07589693686005256,31594.18611281707,69.43308419648663,0.3151662921910966,1,10000
guernsey,GGY,GGY,europe and central asia,central and western europe,82,NA,0.4435040056705475,7.210000185295939e-4,6.009999779053032e-4,0.1727364882826805,1.174244403839111,1.0194804668426514,126,0,0,0,0,NA,NA,47865.84765625,NA,NA,NA,NA,0.14421910047531128,0,0
ghana,GHA,GHA,africa,west africa,83,1.4691252521329436,0.26280108580192213,4.736563342137476,5.287886364322999,1.3009545860704137,0.1693496501589754,0.14929396058036187,81.12962404681126,1.674624107398036,0.5295540363485642,1.085412244876422,7185.842611914307,0.1443146637249468,1076.4021301058724,260467.08917625915,0.00903738378636283,0.14451451319644482,62161.05104509198,56.65911165217763,0.06515418550138796,2,101
gibraltar,GIB,GIB,europe and central asia,central and western europe,84,NA,16.35924530029297,4.165645122528076,5.040940761566162,0.5181177258491516,1.3182178735733032,1.0696461200714111,50,3.8370367292372975e-06,1.235508534591645e-6,0,NA,NA,NA,24070.1171875,NA,NA,NA,NA,NA,NA,NA
guinea,GIN,GIN,africa,west africa,85,2.3309886961422315,1.9898228400642035,9.78080578995968,10.46952673742466,1.1308664725923496,0.17752333180085994,0.14502254765016748,142.26217668444,1.4568880943371698,0.4474192706670462,0.8294832033743275,1667.5794403316577,0.17311389491910983,1183.4657388087298,321652.9679886123,0.0021908874178781,0.03579713291687905,101168.34260355668,52.08531925491822,0.08790416449051479,1,10000
guadeloupe,GLP,GLP,americas,caribbean,86,NA,0,0,0,0.2049392536282539,2.190610633956062,1.2356287240982056,282.16598425971137,0.06949617103338182,0.0450450404120933,0.28026293138363045,0,NA,4273.933528019832,75566.68272569444,6.18767982814461e-4,0.00854786711995704,NA,NA,0.06519858539104462,0,0
gambia (the),GMB,GMB,africa,west africa,87,2.6760083950799087,1.2216842125673764,4.181705998592689,5.065826703290471,1.206857493147254,1.0149088851590022,0.8606694889510322,66.25770902633667,1.4735167875741126,0.6761426808221245,1.0781473239419483,2100.436325683619,0.14997835358371958,1725.7804736475791,4770.147826631191,0.00282898300377464,0.04614445520470267,62650.6259375,55.93790252685547,0.06597097861766815,0,0
guinea-bissau,GNB,GNB,africa,west africa,88,2.5465035345180924,13.465299177919851,10.200978367509167,11.49983960094402,1.1017914985869135,1.1492748208874344,0.8321523612975199,157.31201579686626,1.3013512858336158,0.5766045111930685,1.0144253656922564,1244.5755712380733,0.1515533405398657,1116.2658789943937,37722.962776798064,0.00173129753614795,0.02821336961410502,97347.74192907124,53.6510009765625,0.07457746417497531,0,0
equatorial guinea,GNQ,GNQ,africa,central africa,89,0.10428836426601328,7.291854329284268,18.611690020797276,18.470866839090984,1.5832501131886492,0.4552559853552249,0.3746987758353114,140.5698070712509,1.9110968606100316,0.4866498784637012,0.8122888611650184,586.9269183767344,0.11240837404046196,14.490935020870756,70417.39276603099,6.912206541639724e-4,0.01143620151812481,78430.99626903045,53.45635705116467,0.4032231781751879,1,10000
greece,GRC,GRC,europe and central asia,central and western europe,90,1.3385157526549647,93.34433034309164,4.149263898423272,5.0623420866772975,0.5118627614548169,0.6911933963139385,0.6777513789507824,83.8303965604455,0.5510163022841188,0.2060001648392825,0.8658526915793365,14569.565671631684,NA,19492.165098270416,14363.598273075717,0.02059828713096707,0.3265742306624308,29758.07035229878,78.2570704276988,0.09110637488927632,3,11100
grenada,GRD,GRD,americas,caribbean,91,NA,26.818072001139324,5.949673334757487,5.679891586303711,0.18546318560838695,2.402130889892578,1.2298166751861572,NA,0,0,0,0,NA,0,15986.8228515625,0,0,27956.71484375,NA,0.13221894204616547,1,10000
greenland,GRL,GRL,americas,north america,92,0,NA,NA,NA,0.01699209675353414,0.10824886719513084,0.08434850286585256,-1,0.02649292774190754,0.04641823603720317,0.6869089929880035,0,NA,0,5245.384274159423,0,0,38826.078125,NA,0.08941277116537094,0,0
guatemala,GTM,GTM,americas,mesoamerica,93,0.7378627777920332,66.42294138353134,14.59062928847547,13.66973995244728,1.0996767955282367,0.3024661291497271,0.15974129752665925,280.5349231941321,1.4956227010742984,0.4351719992913353,0.9107027824165472,16421.929876661754,0.09813970305397544,7495.790524049494,21453.711268147144,0.02109210783608608,0.32772484846062006,40708.94988549124,67.14302012968889,0.13693359824969914,3,10101
french guiana,GUF,GUF,americas,south america,94,4.623959879381169e-5,1.1782356931661793,13.250846007923862,13.14997975410762,2.2446646846229625,0.37416349400371846,0.36182216941504386,235.32623647937248,2.75118541139139,0.2819643866525729,1.1442412194766536,81.65429495391896,0.11629242523058686,7.532138597177624,203088.9707787037,8.45167672116838e-5,0.00139605071616848,29107.5634765625,76.98977440693339,0.0657984765661504,1,1
guam,GUM,GUM,asia and the pacific,oceania,95,NA,NA,4.799999878741801e-4,4.799999878741801e-4,0.03592458150039116,3.4488089879353843,2.1551230748494468,822,0,0,0.11251298855275613,0,NA,NA,1566.1744384765625,NA,NA,23301.759765625,NA,0.1048961579799652,0,0
guyana,GUY,GUY,americas,south america,96,0.5193450947286884,4.267237603885781,17.54832462414839,17.83594402851297,2.0754618626125625,0.22384445227187913,0.18051280392567284,188.74482534826413,2.624117534267298,0.3080727649258911,1.0418891662257546,1432.137064769298,0.1088977726051903,261.6386873997587,27069.623693199566,0.00171523193309478,0.02828902690816829,42327.66746326321,63.07074302268211,0.11719509765252,3,10101
hong kong (special administrative region china),HKG,HKG,asia and the pacific,north-east asia,97,1.2722216248512268,1.539613320359162,11.020285448857717,9.267309371914182,0.8000329520021167,3.549508367265974,1.7603055664471217,167.50042255108173,1.1376825568731874e-5,0.08528440790311313,0.4567212890294642,6.227688852383196e-41,0.05311035497912338,NA,1444331.700892857,NA,NA,NA,NA,0.19877134263515472,0,0
heard island and mcdonald islands,HMD,HMD,asia and the pacific,oceania,98,NA,NA,NA,NA,0.00444442732259631,1.2786448001861572,0.970588207244873,125,0,0,0.3208920242953152,NA,NA,NA,799.2125515407986,NA,NA,NA,NA,0.10528937727212906,NA,NA
honduras,HND,HND,americas,mesoamerica,99,1.2894990108370945,29.307808964719435,12.037592632556368,11.590084703391629,1.1464155088665735,0.5170009998070028,0.32885462412553557,153.88589885152257,1.4760393810683363,0.4068619824197714,0.9075838102295668,4828.060170297362,0.05683269340723643,4015.5320511931895,175629.3049493543,0.00648072597240061,0.10567667725817458,32174.25595313654,67.8529184924623,0.11719370408254066,3,10101
croatia,HRV,HRV,europe and central asia,central and western europe,100,0.01693671941875136,59.65633563362104,11.306926661130449,12.340192093294512,0.5910574625978122,0.40490841623083257,0.34446899097378364,118.31102242147116,0.6146910228081865,0.20576388474991156,0.9220883775640422,8373.836650565205,NA,14970.52275142861,26166.079500263382,0.01255982916970396,0.2019362788280986,35414.18517605515,74.56486824801053,0.20292451047220603,2,10100
haiti,HTI,HTI,americas,caribbean,101,1.5314439423227706,188.40744418768503,5.741021591581796,4.307199629513841,0.3633177039749695,1.7823199144361284,1.119901485441413,112.407724817847,0.4245736033493014,0.5486040936151712,0.7065692179391121,10609.611500244158,0.11406359767371958,16427.15075200317,10910.56513447972,0.01563805090044265,0.25234132072670556,67446.20343963716,58.50713422595549,0.08299793914051318,2,10100
hungary,HUN,HUN,europe and central asia,central and western europe,102,0.7041713608341615,5.536239212916229,3.063090573581864,3.5548404895195342,0.6180096884556044,0,0,101.95741569763604,0.6451538354626697,0.23159077891870383,1.159403749039756,17903.985035443762,NA,27199.32584540121,NA,0.0257016380933878,0.41432199728788327,41632.60012128771,71.85759608030769,0.1967672342159402,2,10100
indonesia,IDN,IDN,asia and the pacific,south-east asia,103,0.07284523740410144,12.93073753098638,21.036218861959664,22.01234940561162,0.9210256836231188,3.5181428267741,1.7989987657750148,221.71773498984732,1.3394512428219023,1.039318077881915,0.9078994433823672,8074.631416129246,0.20907135077590203,3647.6563089982055,89425.00605503647,0.01048813043315919,0.1703754748901674,40707.98919812801,65.34056604430184,0.08385961090994984,3,10101
isle of man,IMN,IMN,europe and central asia,central and western europe,104,NA,0.02146596740931272,29.202988386154175,69.49727249145508,0.19988623509804407,1.0037413835525513,0.7857142686843872,172,0,0,0.7754920461126554,0,NA,NA,369.2730366388957,NA,NA,NA,NA,0.14421910047531128,0,0
india,IND,IND,asia and the pacific,south asia,105,3.7360451401174672,7.478372696308489,4.206245835194296,4.71204651950696,0.7845085631419706,0.37229667739155026,0.21197431979085948,71.02446375126763,1.06282066883569,0.7831482828902054,0.8435100761701431,19712.13892192776,0.21631429294867696,29035.808292289265,149511.29114846504,0.02836514877340238,0.3861469755275474,50169.79183027872,64.05399055712888,0.06515715192295232,3,10101
british indian ocean territory (the),IOT,IOT,asia and the pacific,south asia,106,NA,NA,NA,NA,0.00481466533383354,2.79044451713562,1.9249536395072937,NA,0,0,0,NA,NA,NA,7594.812536621093,NA,NA,NA,NA,NA,NA,NA
ireland,IRL,IRL,europe and central asia,central and western europe,107,0.01019337179635578,19.830839694138632,17.877561597861238,18.523022322669217,0.24765518237252,1.0806469595062504,0.97737633636114,144.19537828936066,0.24585554499477869,0.12737346568483712,0.9298487149939764,9322.790180069773,NA,26923.8053149596,5619.797868357081,0.01547150695085534,0.24482961410645712,27766.274242582775,76.70345854759216,0.08335204272350269,2,10100
iran (islamic republic of),IRN,IRN,asia and the pacific,south asia,108,3.3690403882393793,36.02764572699792,0.7107963184985318,0.8225810359291243,0.3596075802583754,0.10343258594911732,0.04423662227399093,33.03186522644624,0.5415730069180512,0.20916331647451591,0.8175239752018466,3148.377879505935,0.1186017337929431,5518.327620829416,31654.66781026724,0.00467102705834598,0.07512680004614171,30353.820543752227,68.8503432031657,0.10282049649936052,2,10100
iraq,IRQ,IRQ,asia and the pacific,western asia,109,4.854628484616067,7.649158461303451,0.8243912154952306,0.98931943462171,0.21846344374582585,0.0168791523514473,0.0074689391211647,16.15138280776985,0.3574620316042273,0.2111373814984761,1.1558284414059206,169.15359541545152,0.1535549365253246,2755.4814284229096,4891.257944742839,6.074657288800987e-4,0.00895822992087346,35387.94610157765,67.71962524739557,0.2549842633650186,1,10000
iceland,ISL,ISL,europe and central asia,central and western europe,110,0.01352160456198383,45.77735583348708,15.03246629626661,14.71587037265323,0.06367196573847522,0.5314984264930096,0.5879546864834738,105.55233910335434,0.07464536000622682,0.10004338535072171,0.8854355191634959,0,NA,26.324028858974412,6940.37295281319,3.844979000747381e-6,5.3115821430403415e-5,23202.31640625,NA,0.08567312359809875,1,10000
israel,ISR,ISR,europe and central asia,central and western europe,111,5.348833189977633,67.00699635316928,2.1318827155977487,2.8702981281715134,0.4482585581222383,0.5407660625610948,0.44820825017362614,27.430739596338555,0.6604215469422271,0.3378938403837988,1.061218753506248,10783.159892167196,0.11745763172705968,23270.27589185787,3704.359544881185,0.01643203486091306,0.2627768594530792,22715.492691949505,NA,0.08178764941791693,2,10100
italy,ITA,ITA,europe and central asia,central and western europe,112,0.6121432022651637,40.7665861295722,6.743053242249857,7.23521507267705,0.5012323430814277,0.6505668626717169,0.5294772834523245,99.2872339975698,0.518831103115862,0.18860734512304217,0.9925270318926078,26265.08944214658,NA,55698.26004742469,14235.476882702867,0.04034654601385454,0.5104726503294251,30952.4134042215,79.80560099358527,0.08120639421896647,3,11100
jamaica,JAM,JAM,americas,caribbean,113,0.24630705164424305,167.0063048261937,7.441977482501084,6.4921436154745455,0.3648963151154695,2.1311142956769027,1.392440026777762,160.8894886723271,0.40386313338529833,0.6724286434765047,0.4022012887365875,23688.2098880597,0.10265233665704727,15457.08503032866,140716.8150214301,0.03155959193548188,0.483496003895998,27187.051568330226,71.307861328125,0.1315511412179197,2,10100
jersey,JEY,JEY,europe and central asia,central and western europe,114,NA,0.5478690266609192,14.225812911987305,12.071602821350098,0.2212219387292862,1.174244403839111,1.0194804668426514,179.9962615966797,0,0,0,0,NA,NA,6894.99658203125,NA,NA,NA,NA,0.14421910047531128,0,0
jordan,JOR,JOR,asia and the pacific,western asia,115,6.512316172565647,21.08064941083329,1.102246233705198,1.3625229433711106,0.2173615327038237,0.17178974133810404,0.12439573529206854,9.782228984825815,0.4016504856221979,0.13349628570388,1.1272869833949006,1086.2328156995056,0.08891013208372466,2552.1665172319804,59.66259560218224,0.00169774539219266,0.02634799803084857,23674.18603149719,71.54315240813929,0.14306309388329586,2,10100
japan,JPN,JPN,asia and the pacific,north-east asia,116,0.05087188483363275,30.00325514873296,12.839775477354433,13.427209178549758,0.47733819728522553,2.097297167563319,1.2132685700884172,177.2738055397117,0.4605508784315572,0.29169986222651145,0.8864096385578681,13309.033499849596,NA,42619.23936586447,125226.87150638735,0.02237384026098975,0.32675446115650303,27241.408699645777,81.10563672962034,0.06495300010300992,3,11100
kazakhstan,KAZ,KAZ,europe and central asia,central asia,117,1.2363927349807284,2.588709862501265,0.6541467269531247,0.8025759776627079,0.4082060825563137,0,0,81.74362977054928,0.4585309609397381,0.2944052798689809,0.5404287041558944,555.8414084781718,0.1252021181908099,1422.736127973006,NA,8.931486274195271e-4,0.01422025398314082,43724.71306380567,65.4557353094418,0.22227741026449388,2,10100
kenya,KEN,KEN,africa,east africa and adjacent islands,118,2.9280195561005486,12.802182947195256,2.325416064849537,2.6597338557113113,1.1805786879252629,0.23508516697221643,0.1370416778283431,45.34390910492111,1.440857131832865,0.5623164545977714,1.0259803567645334,1985.2715514605256,0.1823859214496069,3310.42747349402,6785.08848639666,0.00291650175368555,0.04696498719292621,67813.753014303,55.60418109707594,0.09038051794302895,3,10101
kyrgyzstan,KGZ,KGZ,europe and central asia,central asia,119,0.8455885938152217,17.148821204443063,0.5767118129269442,0.5602467153149269,0.5045129451062017,0,0,110.93514453912962,0.5409562770008153,0.2022407755477744,0.4931873122280948,2772.2370312530693,0.10480455176852574,5282.233887019715,NA,0.00433216804085102,0.06961650176570265,34991.89451479997,65.93642364986358,0.21676614819740764,2,10100
cambodia,KHM,KHM,asia and the pacific,south-east asia,120,2.3784075751900673,4.813245371305149,12.456784459832855,12.968507894802006,1.1250606807224697,0.6852173244603834,0.3785822331547792,127.42317638036344,1.550833890531795,1.2972681275964983,0.6624019676250812,2379.219908488007,0.18293246214013936,2018.8313854839555,420834.873233227,0.00320746531629402,0.05229659154515297,55439.26669574873,57.873049436321885,0.09043966206014432,2,10001
kiribati,KIR,KIR,asia and the pacific,oceania,121,NA,NA,NA,NA,0.00435870903759048,2.7510662262256327,1.956287457392766,90.77777777777776,0,0,0,0,NA,NA,31420.8115433913,NA,NA,58915.12109375,NA,0.10063610970973969,0,0
saint kitts and nevis,KNA,KNA,americas,caribbean,122,NA,NA,NA,NA,0.1189579963684082,2.1969884634017944,1.232721745967865,196.5,0,0,0,0,NA,0,12055.7470703125,0,0,33162.125,NA,NA,0,0
korea (the republic of),KOR,KOR,asia and the pacific,north-east asia,123,0.06661159567377084,9.213980524761997,5.81549311216467,6.320619174547244,0.462754464313553,1.0531990735518053,1.308171150250043,120.31550476643412,0.4695215743901918,0.2848045327868272,0.5587513034512895,15741.5882141212,NA,55504.420983694574,93873.2596651689,0.02704491893875187,0.4168453860640079,23478.090762467335,76.10926368213265,0.09668035796242402,2,10100
kuwait,KWT,KWT,asia and the pacific,western asia,124,6.624551043046259,0.44520267544062114,0.0414193575199303,0.07303527301262788,0.25834206718743613,1.2301822318718,0.6394729776554856,3.300003669572913,0.41876591283227926,0.2660592051933872,0.9299418489360228,1036.5763323748554,0.16395316869020465,11668.1672572913,12545.370791274889,0.00300482796354039,0.04294171141790473,18762.517992424244,76.56317752986759,0.19284147375535757,1,100
